filename,width,height,class,xmin,ymin,xmax,ymax
4_6_176.jpg,300,300,hand,102,56,212,166
6_4_213.jpg,300,300,hand,157,63,243,149
6_2_557.jpg,300,300,hand,60,60,174,174
7_1_509.jpg,300,300,hand,72,77,160,165
3_2_34.jpg,300,300,hand,61,48,203,190
07_2_156.jpg,300,300,hand,82,69,188,175
4_8_309.jpg,300,300,hand,155,89,231,165
7_4_351.jpg,300,300,hand,59,71,141,153
6_3_244.jpg,300,300,hand,63,17,207,161
1_9_154.jpg,300,300,hand,131,167,201,237
6_4_222.jpg,300,300,hand,140,70,206,136
07_2_24.jpg,300,300,hand,78,73,202,197
6_1_35.jpg,300,300,hand,135,97,243,205
07_2_363.jpg,300,300,hand,95,44,227,176
7_1_429.jpg,300,300,hand,18,52,152,186
2_8_313.jpg,300,300,hand,112,104,168,160
6_6_585.jpg,300,300,hand,126,117,232,223
6_1_365.jpg,300,300,hand,86,42,192,148
7_5_627.jpg,300,300,hand,21,52,157,188
7_6_25.jpg,300,300,hand,43,71,145,173
6_2_400.jpg,300,300,hand,75,122,141,188
2_10_98.jpg,300,300,hand,99,81,171,153
5_4_6.jpg,300,300,hand,38,97,166,225
3_1_107.jpg,300,300,hand,69,98,165,194
6_8_957.jpg,300,300,hand,96,67,170,141
5_2_37.jpg,300,300,hand,58,56,176,174
1_13_142.jpg,300,300,hand,119,71,221,173
2_13_173.jpg,300,300,hand,0,46,68,132
3_5_180.jpg,300,300,hand,76,53,202,179
3_14_71.jpg,300,300,hand,92,126,164,198
3_3_127.jpg,300,300,hand,86,72,204,190
2_1_76.jpg,300,300,hand,23,80,135,192
6_4_357.jpg,300,300,hand,178,83,242,147
6_4_95.jpg,300,300,hand,77,65,143,131
1_13_67.jpg,300,300,hand,139,64,231,156
07_6_92.jpg,300,300,hand,20,57,146,183
7_1_390.jpg,300,300,hand,87,37,259,209
6_2_532.jpg,300,300,hand,92,44,210,162
7_5_495.jpg,300,300,hand,77,50,187,160
7_4_317.jpg,300,300,hand,77,56,171,150
1_5_141.jpg,300,300,hand,96,78,252,234
6_4_265.jpg,300,300,hand,117,96,183,162
1_14_127.jpg,300,300,hand,129,194,191,256
3_3_44.jpg,300,300,hand,73,81,191,199
2_14_62.jpg,300,300,hand,132,138,190,196
6_6_93.jpg,300,300,hand,47,74,125,152
3_1_20.jpg,300,300,hand,64,74,162,172
6_2_444.jpg,300,300,hand,151,1,300,163
4_14_98.jpg,300,300,hand,163,48,235,120
7_4_473.jpg,300,300,hand,32,78,102,148
5_8_157.jpg,300,300,hand,53,80,159,186
7_3_98.jpg,300,300,hand,44,49,176,181
2_11_24.jpg,300,300,hand,13,44,97,128
1_6_130.jpg,300,300,hand,123,42,265,184
7_3_488.jpg,300,300,hand,66,49,202,185
5_8_340.jpg,300,300,hand,28,107,100,179
6_2_435.jpg,300,300,hand,106,17,250,161
1_3_44.jpg,300,300,hand,79,63,235,219
3_11_62.jpg,300,300,hand,132,122,210,200
4_3_2.jpg,300,300,hand,79,81,211,213
2_14_135.jpg,300,300,hand,116,123,180,187
3_3_113.jpg,300,300,hand,87,76,199,188
1_6_61.jpg,300,300,hand,94,77,250,233
3_3_39.jpg,300,300,hand,75,77,197,199
7_1_350.jpg,300,300,hand,69,31,219,181
4_9_150.jpg,300,300,hand,234,13,286,65
7_1_187.jpg,300,300,hand,67,54,183,170
7_4_521.jpg,300,300,hand,68,67,134,133
7_4_368.jpg,300,300,hand,113,75,175,137
6_3_436.jpg,300,300,hand,143,57,253,167
6_3_667.jpg,300,300,hand,172,77,284,189
1_10_111.jpg,300,300,hand,181,144,241,204
4_3_27.jpg,300,300,hand,61,89,179,207
7_3_310.jpg,300,300,hand,64,47,196,179
6_4_472.jpg,300,300,hand,113,60,193,140
5_7_73.jpg,300,300,hand,8,99,70,161
1_8_131.jpg,300,300,hand,116,100,208,192
3_1_41.jpg,300,300,hand,65,64,169,168
6_8_309.jpg,300,300,hand,73,26,179,132
3_12_63.jpg,300,300,hand,0,92,56,156
5_14_72.jpg,300,300,hand,8,158,110,260
2_3_69.jpg,300,300,hand,81,90,181,190
7_1_42.jpg,300,300,hand,61,59,151,149
7_1_296.jpg,300,300,hand,50,86,160,196
1_14_117.jpg,300,300,hand,144,156,210,222
4_6_81.jpg,300,300,hand,82,32,218,168
4_13_97.jpg,300,300,hand,84,92,166,174
6_5_246.jpg,300,300,hand,37,27,199,189
2_4_99.jpg,300,300,hand,89,92,153,156
5_3_174.jpg,300,300,hand,43,83,145,185
6_4_563.jpg,300,300,hand,122,90,172,140
4_1_85.jpg,300,300,hand,89,97,215,223
1_10_100.jpg,300,300,hand,141,149,223,231
3_11_51.jpg,300,300,hand,22,63,120,161
2_10_70.jpg,300,300,hand,29,72,125,168
6_4_16.jpg,300,300,hand,78,70,128,120
7_3_507.jpg,300,300,hand,0,30,127,172
7_5_26.jpg,300,300,hand,50,79,166,195
6_2_509.jpg,300,300,hand,139,24,291,176
1_11_23.jpg,300,300,hand,161,204,217,260
6_6_172.jpg,300,300,hand,117,97,195,175
6_1_189.jpg,300,300,hand,63,71,173,181
2_5_186.jpg,300,300,hand,78,93,178,193
6_2_568.jpg,300,300,hand,74,59,200,185
1_1_42.jpg,300,300,hand,107,129,199,221
4_5_80.jpg,300,300,hand,85,71,191,177
5_10_17.jpg,300,300,hand,44,64,136,156
1_12_113.jpg,300,300,hand,123,75,193,145
6_3_449.jpg,300,300,hand,127,34,253,160
4_9_138.jpg,300,300,hand,211,118,281,188
1_6_7.jpg,300,300,hand,110,70,260,220
2_6_142.jpg,300,300,hand,87,106,185,204
4_8_258.jpg,300,300,hand,149,47,251,149
7_3_572.jpg,300,300,hand,0,7,110,129
4_12_90.jpg,300,300,hand,100,61,160,121
5_14_12.jpg,300,300,hand,14,30,116,132
3_13_30.jpg,300,300,hand,87,80,185,178
4_14_119.jpg,300,300,hand,57,70,141,154
6_8_270.jpg,300,300,hand,55,29,173,147
7_5_36.jpg,300,300,hand,59,80,161,182
4_1_27.jpg,300,300,hand,111,73,227,189
3_13_166.jpg,300,300,hand,61,55,151,145
6_5_677.jpg,300,300,hand,28,24,154,150
1_11_12.jpg,300,300,hand,141,69,231,159
3_8_317.jpg,300,300,hand,101,115,167,181
2_10_179.jpg,300,300,hand,19,69,115,165
4_6_37.jpg,300,300,hand,106,60,212,166
6_3_459.jpg,300,300,hand,89,37,185,133
2_3_179.jpg,300,300,hand,74,91,160,177
6_3_670.jpg,300,300,hand,137,76,259,198
7_4_163.jpg,300,300,hand,77,71,149,143
6_5_89.jpg,300,300,hand,24,51,126,153
3_10_5.jpg,300,300,hand,82,48,208,174
6_4_264.jpg,300,300,hand,110,102,174,166
3_8_230.jpg,300,300,hand,52,89,144,181
1_1_129.jpg,300,300,hand,106,111,244,249
4_1_95.jpg,300,300,hand,129,99,235,205
6_8_830.jpg,300,300,hand,13,101,107,195
6_2_81.jpg,300,300,hand,41,64,133,156
2_10_36.jpg,300,300,hand,58,63,154,159
5_8_320.jpg,300,300,hand,32,99,112,179
07_1_85.jpg,300,300,hand,120,42,264,186
6_6_430.jpg,300,300,hand,120,90,190,160
5_9_152.jpg,300,300,hand,2,74,66,138
07_2_522.jpg,300,300,hand,38,61,160,183
6_6_193.jpg,300,300,hand,122,75,202,155
1_14_114.jpg,300,300,hand,148,135,208,195
6_8_85.jpg,300,300,hand,66,50,192,176
3_8_173.jpg,300,300,hand,106,127,190,211
3_8_161.jpg,300,300,hand,52,88,156,192
6_1_623.jpg,300,300,hand,112,48,208,144
6_1_17.jpg,300,300,hand,103,48,209,154
6_2_579.jpg,300,300,hand,136,53,248,165
2_11_57.jpg,300,300,hand,4,95,80,171
6_8_1043.jpg,300,300,hand,99,60,181,142
5_8_20.jpg,300,300,hand,123,182,193,252
7_4_466.jpg,300,300,hand,25,85,87,147
2_5_68.jpg,300,300,hand,85,71,201,187
07_2_460.jpg,300,300,hand,12,71,122,181
6_5_457.jpg,300,300,hand,46,66,168,188
3_8_191.jpg,300,300,hand,64,118,140,194
6_1_161.jpg,300,300,hand,111,54,211,154
3_3_33.jpg,300,300,hand,110,83,222,195
6_4_655.jpg,300,300,hand,123,69,191,137
3_3_1.jpg,300,300,hand,108,74,220,186
6_4_131.jpg,300,300,hand,130,59,186,115
3_10_68.jpg,300,300,hand,62,66,172,176
4_1_169.jpg,300,300,hand,90,84,202,196
7_6_62.jpg,300,300,hand,16,62,118,164
7_6_123.jpg,300,300,hand,117,69,207,159
6_5_90.jpg,300,300,hand,32,45,138,151
7_4_460.jpg,300,300,hand,33,85,97,149
5_6_119.jpg,300,300,hand,70,100,146,176
2_1_129.jpg,300,300,hand,41,87,153,199
5_1_101.jpg,300,300,hand,39,68,145,174
7_1_2.jpg,300,300,hand,49,58,155,164
6_4_242.jpg,300,300,hand,138,79,212,153
5_12_160.jpg,300,300,hand,99,67,163,131
6_8_142.jpg,300,300,hand,49,34,167,152
7_1_28.jpg,300,300,hand,87,63,187,163
5_4_142.jpg,300,300,hand,74,89,140,155
5_3_33.jpg,300,300,hand,47,102,145,200
7_6_10.jpg,300,300,hand,101,80,179,158
7_3_194.jpg,300,300,hand,97,55,205,163
7_2_16.jpg,300,300,hand,97,59,203,165
2_1_147.jpg,300,300,hand,32,92,144,204
3_3_159.jpg,300,300,hand,91,84,201,194
6_2_474.jpg,300,300,hand,117,13,273,169
4_8_231.jpg,300,300,hand,157,79,257,179
1_3_178.jpg,300,300,hand,149,113,249,213
7_6_153.jpg,300,300,hand,83,208,141,266
2_10_8.jpg,300,300,hand,63,51,155,143
7_3_530.jpg,300,300,hand,29,43,153,167
6_8_827.jpg,300,300,hand,88,109,172,193
2_1_41.jpg,300,300,hand,54,78,164,188
6_2_477.jpg,300,300,hand,104,0,262,158
6_5_255.jpg,300,300,hand,66,50,190,174
3_6_9.jpg,300,300,hand,88,73,196,181
6_8_657.jpg,300,300,hand,59,89,131,161
6_4_695.jpg,300,300,hand,99,49,191,141
7_3_503.jpg,300,300,hand,25,40,175,190
3_1_116.jpg,300,300,hand,62,90,164,192
1_12_23.jpg,300,300,hand,108,103,172,167
5_13_28.jpg,300,300,hand,28,130,112,214
2_14_81.jpg,300,300,hand,86,61,154,129
1_8_126.jpg,300,300,hand,97,104,185,192
7_5_174.jpg,300,300,hand,98,89,210,201
2_3_174.jpg,300,300,hand,65,70,173,178
7_5_38.jpg,300,300,hand,40,77,152,189
2_13_132.jpg,300,300,hand,67,50,147,130
6_6_181.jpg,300,300,hand,140,95,224,179
1_6_19.jpg,300,300,hand,128,57,288,217
07_2_329.jpg,300,300,hand,54,71,202,219
2_8_122.jpg,300,300,hand,111,86,197,172
7_1_515.jpg,300,300,hand,107,98,183,174
2_1_107.jpg,300,300,hand,38,98,144,204
07_2_578.jpg,300,300,hand,2,63,142,203
2_8_21.jpg,300,300,hand,92,74,186,168
7_3_229.jpg,300,300,hand,91,24,221,154
5_1_28.jpg,300,300,hand,41,76,145,180
7_3_253.jpg,300,300,hand,52,31,192,171
3_10_22.jpg,300,300,hand,83,70,195,182
3_3_125.jpg,300,300,hand,94,74,212,192
07_2_500.jpg,300,300,hand,12,80,136,204
7_2_19.jpg,300,300,hand,91,38,217,164
07_2_520.jpg,300,300,hand,20,68,146,194
4_3_85.jpg,300,300,hand,97,93,203,199
5_8_120.jpg,300,300,hand,75,83,177,185
07_2_366.jpg,300,300,hand,85,35,211,161
5_14_154.jpg,300,300,hand,27,226,83,282
4_4_59.jpg,300,300,hand,106,90,184,168
4_5_56.jpg,300,300,hand,82,51,216,185
6_6_373.jpg,300,300,hand,106,106,156,156
5_8_10.jpg,300,300,hand,104,169,180,245
4_14_170.jpg,300,300,hand,38,94,118,174
6_6_94.jpg,300,300,hand,43,65,125,147
6_8_882.jpg,300,300,hand,148,109,198,159
1_2_61.jpg,300,300,hand,94,84,226,216
2_2_98.jpg,300,300,hand,69,99,179,209
4_13_167.jpg,300,300,hand,103,45,197,139
2_8_136.jpg,300,300,hand,65,71,169,175
7_4_565.jpg,300,300,hand,42,66,106,130
5_6_86.jpg,300,300,hand,88,98,164,174
6_8_293.jpg,300,300,hand,49,10,163,124
6_8_1212.jpg,300,300,hand,130,72,200,142
2_5_128.jpg,300,300,hand,100,91,192,183
6_1_621.jpg,300,300,hand,117,60,209,152
6_1_79.jpg,300,300,hand,105,62,205,162
4_3_64.jpg,300,300,hand,86,75,214,203
2_5_9.jpg,300,300,hand,50,68,160,178
7_5_476.jpg,300,300,hand,90,51,218,179
2_6_134.jpg,300,300,hand,92,113,204,225
4_2_30.jpg,300,300,hand,105,90,221,206
7_1_102.jpg,300,300,hand,31,51,147,167
6_8_275.jpg,300,300,hand,53,5,169,121
2_11_25.jpg,300,300,hand,5,44,89,128
6_8_1319.jpg,300,300,hand,86,4,196,114
5_1_10.jpg,300,300,hand,46,72,142,168
3_9_101.jpg,300,300,hand,0,72,74,154
6_2_46.jpg,300,300,hand,54,51,174,171
6_4_146.jpg,300,300,hand,148,61,198,111
3_8_220.jpg,300,300,hand,96,88,186,178
2_10_165.jpg,300,300,hand,8,94,98,184
1_1_148.jpg,300,300,hand,78,90,230,242
3_4_8.jpg,300,300,hand,104,102,172,170
4_10_48.jpg,300,300,hand,57,115,147,205
6_8_782.jpg,300,300,hand,40,119,96,175
1_1_97.jpg,300,300,hand,100,119,226,245
6_8_316.jpg,300,300,hand,63,43,173,153
1_11_118.jpg,300,300,hand,71,127,161,217
5_3_128.jpg,300,300,hand,71,79,177,185
3_6_75.jpg,300,300,hand,77,88,179,190
1_12_183.jpg,300,300,hand,134,104,190,160
6_1_14.jpg,300,300,hand,112,41,214,143
3_13_62.jpg,300,300,hand,74,51,168,145
6_4_115.jpg,300,300,hand,66,19,174,127
1_8_165.jpg,300,300,hand,121,122,203,204
6_8_748.jpg,300,300,hand,120,84,170,134
1_8_18.jpg,300,300,hand,133,137,205,209
6_1_224.jpg,300,300,hand,115,74,217,176
6_5_306.jpg,300,300,hand,44,73,178,207
1_3_142.jpg,300,300,hand,112,86,230,204
3_1_50.jpg,300,300,hand,76,65,180,169
6_8_954.jpg,300,300,hand,137,65,203,131
7_6_271.jpg,300,300,hand,86,94,164,172
07_2_108.jpg,300,300,hand,27,84,155,212
3_6_25.jpg,300,300,hand,92,75,194,177
1_14_183.jpg,300,300,hand,141,99,221,179
3_8_106.jpg,300,300,hand,75,86,191,202
7_3_208.jpg,300,300,hand,95,47,205,157
07_2_21.jpg,300,300,hand,53,76,171,194
6_3_183.jpg,300,300,hand,83,71,175,163
7_6_211.jpg,300,300,hand,66,72,146,152
3_1_170.jpg,300,300,hand,89,112,151,174
7_4_567.jpg,300,300,hand,19,60,91,132
3_14_61.jpg,300,300,hand,10,66,76,132
1_1_107.jpg,300,300,hand,117,120,239,242
4_4_8.jpg,300,300,hand,120,106,188,174
2_2_8.jpg,300,300,hand,54,79,182,207
6_4_340.jpg,300,300,hand,168,98,226,156
4_2_139.jpg,300,300,hand,73,65,219,211
2_2_2.jpg,300,300,hand,42,73,172,203
4_1_131.jpg,300,300,hand,104,86,222,204
1_5_186.jpg,300,300,hand,113,72,267,226
07_6_350.jpg,300,300,hand,58,92,154,188
1_14_110.jpg,300,300,hand,167,109,227,169
2_1_101.jpg,300,300,hand,40,102,146,208
7_1_236.jpg,300,300,hand,28,69,136,177
7_1_513.jpg,300,300,hand,80,81,170,171
7_4_114.jpg,300,300,hand,97,86,159,148
5_12_42.jpg,300,300,hand,7,116,69,178
6_3_262.jpg,300,300,hand,6,45,118,157
6_6_338.jpg,300,300,hand,74,88,144,158
6_3_136.jpg,300,300,hand,48,68,158,178
5_13_17.jpg,300,300,hand,74,47,176,149
7_5_349.jpg,300,300,hand,246,227,296,277
1_8_138.jpg,300,300,hand,139,113,223,197
1_6_2.jpg,300,300,hand,102,73,250,221
6_2_442.jpg,300,300,hand,131,7,291,167
1_1_82.jpg,300,300,hand,83,92,239,248
6_4_63.jpg,300,300,hand,125,79,183,137
5_8_346.jpg,300,300,hand,23,121,97,195
4_5_118.jpg,300,300,hand,69,41,205,177
1_1_12.jpg,300,300,hand,91,61,253,223
2_4_40.jpg,300,300,hand,93,84,167,158
7_3_537.jpg,300,300,hand,32,26,164,158
2_5_182.jpg,300,300,hand,69,84,179,194
6_3_87.jpg,300,300,hand,95,87,195,187
6_5_65.jpg,300,300,hand,63,25,195,157
1_8_94.jpg,300,300,hand,116,97,228,209
4_10_101.jpg,300,300,hand,175,91,255,171
6_8_389.jpg,300,300,hand,80,29,196,145
6_8_1069.jpg,300,300,hand,2,95,72,165
6_8_438.jpg,300,300,hand,44,46,146,148
7_6_140.jpg,300,300,hand,91,57,203,169
6_8_1409.jpg,300,300,hand,94,63,162,131
6_5_501.jpg,300,300,hand,64,99,160,195
6_3_70.jpg,300,300,hand,70,68,170,168
6_2_479.jpg,300,300,hand,109,13,255,159
4_1_163.jpg,300,300,hand,81,81,193,193
4_6_114.jpg,300,300,hand,112,30,254,172
2_10_146.jpg,300,300,hand,82,106,158,182
07_2_478.jpg,300,300,hand,70,72,180,182
7_4_550.jpg,300,300,hand,22,85,84,147
4_12_78.jpg,300,300,hand,38,40,100,102
07_6_224.jpg,300,300,hand,74,92,160,178
3_13_0.jpg,300,300,hand,117,49,213,145
6_8_790.jpg,300,300,hand,107,74,173,140
2_4_155.jpg,300,300,hand,90,95,154,159
4_13_49.jpg,300,300,hand,160,77,236,153
3_11_90.jpg,300,300,hand,67,172,133,238
3_12_111.jpg,300,300,hand,104,48,164,108
7_5_463.jpg,300,300,hand,79,54,191,166
5_6_180.jpg,300,300,hand,71,108,141,178
4_3_44.jpg,300,300,hand,34,75,166,207
1_5_136.jpg,300,300,hand,105,83,245,223
2_3_128.jpg,300,300,hand,79,77,177,175
6_5_319.jpg,300,300,hand,63,51,195,183
4_8_129.jpg,300,300,hand,144,83,256,195
5_5_143.jpg,300,300,hand,62,62,166,166
6_4_338.jpg,300,300,hand,170,82,226,138
5_9_33.jpg,300,300,hand,82,178,156,252
5_13_53.jpg,300,300,hand,0,4,77,114
4_12_24.jpg,300,300,hand,119,83,181,145
3_8_266.jpg,300,300,hand,95,81,195,181
5_1_136.jpg,300,300,hand,39,88,131,180
3_12_79.jpg,300,300,hand,163,169,213,219
4_8_349.jpg,300,300,hand,132,47,232,147
1_3_162.jpg,300,300,hand,117,84,231,198
6_8_815.jpg,300,300,hand,138,85,206,153
7_5_486.jpg,300,300,hand,89,50,211,172
07_2_358.jpg,300,300,hand,54,55,212,213
4_8_86.jpg,300,300,hand,125,67,231,173
2_2_108.jpg,300,300,hand,56,80,178,202
1_4_132.jpg,300,300,hand,151,70,229,148
7_5_107.jpg,300,300,hand,3,53,107,157
6_4_453.jpg,300,300,hand,108,53,206,151
07_2_354.jpg,300,300,hand,99,54,239,194
6_3_307.jpg,300,300,hand,83,43,205,165
6_2_339.jpg,300,300,hand,48,53,172,177
6_8_141.jpg,300,300,hand,39,26,159,146
4_12_147.jpg,300,300,hand,89,157,139,207
6_4_4.jpg,300,300,hand,83,61,151,129
5_11_69.jpg,300,300,hand,0,63,82,159
1_13_155.jpg,300,300,hand,118,97,198,177
2_2_78.jpg,300,300,hand,37,70,197,230
1_11_141.jpg,300,300,hand,79,61,167,149
7_6_79.jpg,300,300,hand,0,49,98,159
1_3_59.jpg,300,300,hand,88,63,230,205
1_2_57.jpg,300,300,hand,87,70,229,212
3_11_123.jpg,300,300,hand,60,78,150,168
6_1_172.jpg,300,300,hand,59,61,149,151
1_8_9.jpg,300,300,hand,108,101,208,201
4_8_122.jpg,300,300,hand,154,97,256,199
1_1_118.jpg,300,300,hand,123,118,251,246
1_12_79.jpg,300,300,hand,94,141,146,193
2_11_125.jpg,300,300,hand,121,96,187,162
4_11_167.jpg,300,300,hand,83,93,161,171
3_5_22.jpg,300,300,hand,54,12,194,152
2_14_71.jpg,300,300,hand,26,113,108,195
2_11_226.jpg,300,300,hand,56,56,132,132
3_12_137.jpg,300,300,hand,27,76,91,140
6_8_673.jpg,300,300,hand,166,95,228,157
2_6_82.jpg,300,300,hand,95,90,185,180
1_8_62.jpg,300,300,hand,107,96,211,200
2_5_181.jpg,300,300,hand,67,84,177,194
4_1_61.jpg,300,300,hand,111,80,223,192
5_9_39.jpg,300,300,hand,0,96,68,172
2_4_57.jpg,300,300,hand,101,90,173,162
1_6_171.jpg,300,300,hand,135,65,291,221
3_8_5.jpg,300,300,hand,52,87,158,193
3_13_138.jpg,300,300,hand,50,81,140,171
7_1_607.jpg,300,300,hand,144,61,244,161
6_3_150.jpg,300,300,hand,86,67,204,185
1_10_175.jpg,300,300,hand,81,147,161,227
07_6_130.jpg,300,300,hand,48,74,188,214
2_1_142.jpg,300,300,hand,50,92,160,202
7_1_416.jpg,300,300,hand,113,58,253,198
6_4_679.jpg,300,300,hand,97,61,147,111
6_5_26.jpg,300,300,hand,0,51,110,175
3_14_27.jpg,300,300,hand,105,120,173,188
4_5_154.jpg,300,300,hand,77,61,199,183
2_11_134.jpg,300,300,hand,81,60,157,136
3_12_101.jpg,300,300,hand,159,100,217,158
7_1_127.jpg,300,300,hand,23,56,137,170
5_11_84.jpg,300,300,hand,28,137,100,209
6_3_426.jpg,300,300,hand,117,64,207,154
2_11_197.jpg,300,300,hand,36,73,116,153
1_4_29.jpg,300,300,hand,155,80,237,162
6_6_2.jpg,300,300,hand,167,135,229,197
2_8_280.jpg,300,300,hand,114,99,190,175
1_14_49.jpg,300,300,hand,98,56,184,142
7_1_239.jpg,300,300,hand,53,82,159,188
07_2_498.jpg,300,300,hand,27,88,145,206
4_1_24.jpg,300,300,hand,109,71,229,191
3_1_26.jpg,300,300,hand,58,64,164,170
7_4_370.jpg,300,300,hand,116,78,180,142
1_13_147.jpg,300,300,hand,139,58,235,154
1_2_141.jpg,300,300,hand,131,59,283,211
3_10_71.jpg,300,300,hand,21,78,131,188
2_9_141.jpg,300,300,hand,73,48,139,114
6_6_76.jpg,300,300,hand,53,52,143,142
6_6_586.jpg,300,300,hand,119,103,225,209
6_8_1028.jpg,300,300,hand,30,58,106,134
2_12_92.jpg,300,300,hand,22,121,72,171
07_2_458.jpg,300,300,hand,5,79,121,195
7_5_345.jpg,300,300,hand,42,69,148,175
5_13_181.jpg,300,300,hand,0,42,48,118
6_3_168.jpg,300,300,hand,76,32,236,192
2_8_9.jpg,300,300,hand,93,57,211,175
3_8_144.jpg,300,300,hand,65,85,169,189
6_8_547.jpg,300,300,hand,132,13,238,119
3_10_93.jpg,300,300,hand,87,202,163,278
6_5_203.jpg,300,300,hand,30,67,124,161
1_10_73.jpg,300,300,hand,85,121,175,211
6_3_378.jpg,300,300,hand,100,66,196,162
7_3_666.jpg,300,300,hand,27,58,165,196
6_8_137.jpg,300,300,hand,59,20,163,124
3_9_30.jpg,300,300,hand,68,58,150,140
2_8_69.jpg,300,300,hand,112,109,174,171
6_8_418.jpg,300,300,hand,106,38,196,128
2_4_172.jpg,300,300,hand,93,111,155,173
6_8_516.jpg,300,300,hand,161,69,211,119
6_1_236.jpg,300,300,hand,119,60,229,170
4_14_134.jpg,300,300,hand,109,61,185,137
07_2_499.jpg,300,300,hand,19,76,145,202
1_4_120.jpg,300,300,hand,122,62,256,196
1_8_21.jpg,300,300,hand,105,112,201,208
7_6_152.jpg,300,300,hand,7,58,107,158
1_4_164.jpg,300,300,hand,115,62,241,188
1_1_185.jpg,300,300,hand,78,83,230,235
7_4_36.jpg,300,300,hand,78,63,148,133
1_14_125.jpg,300,300,hand,123,193,191,261
3_3_77.jpg,300,300,hand,79,77,203,201
3_13_146.jpg,300,300,hand,67,90,123,146
1_8_1.jpg,300,300,hand,107,101,207,201
5_6_69.jpg,300,300,hand,80,88,150,158
1_1_14.jpg,300,300,hand,96,63,256,223
5_14_63.jpg,300,300,hand,10,87,96,173
6_6_339.jpg,300,300,hand,61,59,147,145
3_10_64.jpg,300,300,hand,151,95,251,195
07_6_50.jpg,300,300,hand,40,61,136,157
3_14_171.jpg,300,300,hand,64,81,136,153
6_3_514.jpg,300,300,hand,99,45,215,161
3_8_171.jpg,300,300,hand,105,126,189,210
2_4_35.jpg,300,300,hand,106,83,174,151
1_14_9.jpg,300,300,hand,123,61,217,155
